Test6. Start Pump Simulator Test 

Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}

  45: ↑ 45   , RAM cost:1.7517 GB    
  45: ↑ 45 ↓ 44 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 43 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 42 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 41 , RAM cost:1.7517 GB   
  81: ↑ 81 ↓ 35 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 34 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 33 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 32 , RAM cost:1.8773 GB   
  81: ↑ 81 ↓ 31 , RAM cost:1.8773 GB   
  81: ↑ 81 ↓ 30 , RAM cost:1.8773 GB   
  81: ↑ 81 ↓ 29 , RAM cost:1.8773 GB   
  81: ↑ 81 ↓ 28 , RAM cost:1.8773 GB   
  81: ↑ 81 ↓ 27 , RAM cost:1.8773 GB   
  81: ↑ 81 ↓ 26 , RAM cost:1.8773 GB   
  81: ↑ 81 ↓ 25 , RAM cost:1.8773 GB   
  81: ↑ 81 ↓ 24 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 23 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 22 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 21 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 20 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 19 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 18 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 17 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 16 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 15 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 14 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 13 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 12 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 11 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓ 10 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓  9 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓  8 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓  7 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓  6 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓  5 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓  4 , RAM cost:1.8775 GB   
  81: ↑ 81 ↓  3 , RAM cost:1.8775 GB   slope: -0.08216, walltime: 64.489 sec, max_RAM_cost: 2.128 GB

Intial Slope = -0.08821
Starting svp pump_{85, 95, 10}

  85: ↑ 51   , RAM cost:1.8980 GB    
  85: ↑ 52   , RAM cost:1.8980 GB    
  85: ↑ 53   , RAM cost:1.8980 GB    
  85: ↑ 54   , RAM cost:1.8980 GB    
  85: ↑ 55   , RAM cost:1.8980 GB    
  85: ↑ 56   , RAM cost:1.8980 GB    
  85: ↑ 57   , RAM cost:1.8980 GB    
  85: ↑ 58   , RAM cost:1.8985 GB    
  85: ↑ 59   , RAM cost:1.8990 GB    
  85: ↑ 60   , RAM cost:1.8997 GB    
  85: ↑ 61   , RAM cost:1.9005 GB    
  85: ↑ 62   , RAM cost:1.9015 GB    
  85: ↑ 63   , RAM cost:1.9024 GB    
  85: ↑ 64   , RAM cost:1.9035 GB    
  85: ↑ 65   , RAM cost:2.0228 GB    
  85: ↑ 66   , RAM cost:2.0244 GB    
  85: ↑ 67   , RAM cost:2.0261 GB    
  85: ↑ 68   , RAM cost:2.0284 GB    
  85: ↑ 69   , RAM cost:2.0309 GB    
  85: ↑ 70   , RAM cost:2.0338 GB    
  85: ↑ 71   , RAM cost:2.0377 GB    
  85: ↑ 72   , RAM cost:2.0415 GB    
  85: ↑ 73   , RAM cost:2.0459 GB    
  85: ↑ 74   , RAM cost:2.0510 GB    
  85: ↑ 75   , RAM cost:2.0569 GB    
  85: ↑ 76   , RAM cost:2.0638 GB    
  85: ↑ 77   , RAM cost:2.0716 GB    
  85: ↑ 78   , RAM cost:2.0807 GB    
  85: ↑ 79   , RAM cost:2.0913 GB    
  85: ↑ 80   , RAM cost:2.1034 GB    
  85: ↑ 81   , RAM cost:2.1180 GB    
  85: ↑ 82   , RAM cost:2.1342 GB    
  85: ↑ 83   , RAM cost:2.1529 GB    
  85: ↑ 84   , RAM cost:2.1744 GB    
  85: ↑ 85   , RAM cost:2.2361 GB    
  85: ↑ 85 ↓ 84 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 83 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 82 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 81 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 80 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 79 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 78 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 77 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 76 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 75 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 74 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 73 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 72 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 71 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 70 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 69 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 68 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 67 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 66 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 65 , RAM cost:2.2703 GB   
  85: ↑ 85 ↓ 64 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 63 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 62 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 61 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 60 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 59 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 58 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 57 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 56 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 55 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 54 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 53 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 52 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 51 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 50 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 49 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 48 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 47 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 46 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 45 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 44 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 43 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 42 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 41 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 40 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 39 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 38 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 37 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 36 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 35 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 34 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 33 , RAM cost:2.1477 GB   
  85: ↑ 85 ↓ 32 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 31 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 30 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 29 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 28 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 27 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 26 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 25 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 24 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 23 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 22 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 21 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 20 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 19 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 18 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 17 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 16 , RAM cost:2.0225 GB   
  85: ↑ 85 ↓ 15 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓ 14 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓ 13 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓ 12 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓ 11 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓ 10 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓  9 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓  8 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓  7 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓  6 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓  5 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓  4 , RAM cost:2.0226 GB   
  85: ↑ 85 ↓  3 , RAM cost:2.0226 GB   slope: -0.08397, walltime: 82.427 sec, max_RAM_cost: 2.270 GB

Intial Slope = -0.08678
Starting svp pump_{85, 95, 10}

  85: ↑ 51   , RAM cost:1.9105 GB    
  85: ↑ 52   , RAM cost:1.9105 GB    
  85: ↑ 53   , RAM cost:1.9105 GB    
  85: ↑ 54   , RAM cost:1.9105 GB    
  85: ↑ 55   , RAM cost:1.9105 GB    
  85: ↑ 56   , RAM cost:1.9105 GB    
  85: ↑ 57   , RAM cost:1.9105 GB    
  85: ↑ 58   , RAM cost:1.9109 GB    
  85: ↑ 59   , RAM cost:1.9115 GB    
  85: ↑ 60   , RAM cost:1.9122 GB    
  85: ↑ 61   , RAM cost:1.9132 GB    
  85: ↑ 62   , RAM cost:1.9142 GB    
  85: ↑ 63   , RAM cost:1.9152 GB    
  85: ↑ 64   , RAM cost:1.9167 GB    
  85: ↑ 65   , RAM cost:2.0357 GB    
  85: ↑ 66   , RAM cost:2.0375 GB    
  85: ↑ 67   , RAM cost:2.0397 GB    
  85: ↑ 68   , RAM cost:2.0420 GB    
  85: ↑ 69   , RAM cost:2.0447 GB    
  85: ↑ 70   , RAM cost:2.0477 GB    
  85: ↑ 71   , RAM cost:2.0520 GB    
  85: ↑ 72   , RAM cost:2.0560 GB    
  85: ↑ 73   , RAM cost:2.0610 GB    
  85: ↑ 74   , RAM cost:2.0665 GB    
  85: ↑ 75   , RAM cost:2.0728 GB    
  85: ↑ 76   , RAM cost:2.0804 GB    
  85: ↑ 77   , RAM cost:2.0889 GB    
  85: ↑ 78   , RAM cost:2.0987 GB    
  85: ↑ 79   , RAM cost:2.1103 GB    
  85: ↑ 80   , RAM cost:2.1234 GB    
  85: ↑ 81   , RAM cost:2.1388 GB    
  85: ↑ 82   , RAM cost:2.1561 GB    
  85: ↑ 83   , RAM cost:2.1765 GB    
  85: ↑ 84   , RAM cost:2.2002 GB    
  85: ↑ 85   , RAM cost:2.2455 GB    
  85: ↑ 85 ↓ 84 , RAM cost:2.2801 GB   
  85: ↑ 85 ↓ 83 , RAM cost:2.2801 GB   
  85: ↑ 85 ↓ 82 , RAM cost:2.2801 GB   
  85: ↑ 85 ↓ 81 , RAM cost:2.2801 GB   
  85: ↑ 85 ↓ 80 , RAM cost:2.2810 GB   
  85: ↑ 85 ↓ 79 , RAM cost:2.2810 GB   
  85: ↑ 85 ↓ 78 , RAM cost:2.2810 GB   
  85: ↑ 85 ↓ 77 , RAM cost:2.2810 GB   
  85: ↑ 85 ↓ 76 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 75 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 74 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 73 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 72 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 71 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 70 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 69 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 68 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 67 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 66 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 65 , RAM cost:2.2816 GB   
  85: ↑ 85 ↓ 64 , RAM cost:2.1563 GB   
  85: ↑ 85 ↓ 63 , RAM cost:2.1563 GB   
  85: ↑ 85 ↓ 62 , RAM cost:2.1564 GB   
  85: ↑ 85 ↓ 61 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 60 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 59 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 58 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 57 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 56 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 55 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 54 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 53 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 52 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 51 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 50 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 49 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 48 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 47 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 46 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 45 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 44 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 43 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 42 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 41 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 40 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 39 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 38 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 37 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 36 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 35 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 34 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 33 , RAM cost:2.1566 GB   
  85: ↑ 85 ↓ 32 , RAM cost:2.0314 GB   
  85: ↑ 85 ↓ 31 , RAM cost:2.0314 GB   
  85: ↑ 85 ↓ 30 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 29 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 28 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 27 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 26 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 25 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 24 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 23 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 22 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 21 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 20 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 19 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 18 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 17 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 16 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 15 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 14 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 13 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 12 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 11 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓ 10 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓  9 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓  8 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓  7 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓  6 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓  5 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓  4 , RAM cost:2.0315 GB   
  85: ↑ 85 ↓  3 , RAM cost:2.0315 GB   slope: -0.08258, walltime: 80.602 sec, max_RAM_cost: 2.282 GB

Intial Slope = -0.08799
Starting svp pump_{80, 100, 10}

  90: ↑ 51   , RAM cost:1.9192 GB    
  90: ↑ 52   , RAM cost:1.9192 GB    
  90: ↑ 53   , RAM cost:1.9192 GB    
  90: ↑ 54   , RAM cost:1.9192 GB    
  90: ↑ 55   , RAM cost:1.9192 GB    
  90: ↑ 56   , RAM cost:1.9192 GB    
  90: ↑ 57   , RAM cost:1.9192 GB    
  90: ↑ 58   , RAM cost:1.9195 GB    
  90: ↑ 59   , RAM cost:1.9203 GB    
  90: ↑ 60   , RAM cost:1.9210 GB    
  90: ↑ 61   , RAM cost:1.9217 GB    
  90: ↑ 62   , RAM cost:1.9227 GB    
  90: ↑ 63   , RAM cost:1.9240 GB    
  90: ↑ 64   , RAM cost:1.9252 GB    
  90: ↑ 65   , RAM cost:2.0445 GB    
  90: ↑ 66   , RAM cost:2.0464 GB    
  90: ↑ 67   , RAM cost:2.0483 GB    
  90: ↑ 68   , RAM cost:2.0508 GB    
  90: ↑ 69   , RAM cost:2.0535 GB    
  90: ↑ 70   , RAM cost:2.0565 GB    
  90: ↑ 71   , RAM cost:2.0608 GB    
  90: ↑ 72   , RAM cost:2.0650 GB    
  90: ↑ 73   , RAM cost:2.0700 GB    
  90: ↑ 74   , RAM cost:2.0756 GB    
  90: ↑ 75   , RAM cost:2.0819 GB    
  90: ↑ 76   , RAM cost:2.0896 GB    
  90: ↑ 77   , RAM cost:2.0981 GB    
  90: ↑ 78   , RAM cost:2.1081 GB    
  90: ↑ 79   , RAM cost:2.1200 GB    
  90: ↑ 80   , RAM cost:2.1332 GB    
  90: ↑ 81   , RAM cost:2.1484 GB    
  90: ↑ 82   , RAM cost:2.1659 GB    
  90: ↑ 83   , RAM cost:2.1862 GB    
  90: ↑ 84   , RAM cost:2.2098 GB    
  90: ↑ 85   , RAM cost:2.2516 GB    
  90: ↑ 86   , RAM cost:2.2844 GB    
  90: ↑ 87   , RAM cost:2.3240 GB    
  90: ↑ 88   , RAM cost:2.3668 GB    
  90: ↑ 89   , RAM cost:2.4173 GB    
  90: ↑ 90   , RAM cost:2.4927 GB    
  90: ↑ 90 ↓ 89 , RAM cost:2.5600 GB   
  90: ↑ 90 ↓ 88 , RAM cost:2.5602 GB   
  90: ↑ 90 ↓ 87 , RAM cost:2.5602 GB   
  90: ↑ 90 ↓ 86 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 85 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 84 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 83 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 82 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 81 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 80 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 79 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 78 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 77 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 76 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 75 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 74 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 73 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 72 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 71 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 70 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 69 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 68 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 67 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 66 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 65 , RAM cost:2.5612 GB   
  90: ↑ 90 ↓ 64 , RAM cost:2.4361 GB   
  90: ↑ 90 ↓ 63 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 62 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 61 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 60 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 59 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 58 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 57 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 56 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 55 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 54 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 53 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 52 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 51 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 50 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 49 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 48 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 47 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 46 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 45 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 44 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 43 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 42 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 41 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 40 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 39 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 38 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 37 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 36 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 35 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 34 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 33 , RAM cost:2.4362 GB   
  90: ↑ 90 ↓ 32 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 31 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 30 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 29 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 28 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 27 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 26 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 25 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 24 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 23 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 22 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 21 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 20 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 19 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 18 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 17 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 16 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 15 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 14 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 13 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 12 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 11 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓ 10 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓  9 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓  8 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓  7 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓  6 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓  5 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓  4 , RAM cost:2.3111 GB   
  90: ↑ 90 ↓  3 , RAM cost:2.3111 GB   slope: -0.08327, walltime: 117.080 sec, max_RAM_cost: 2.561 GB

Intial Slope = -0.08959
Starting svp pump_{80, 100, 10}

  90: ↑ 51   , RAM cost:1.9388 GB    
  90: ↑ 52   , RAM cost:1.9388 GB    
  90: ↑ 53   , RAM cost:1.9388 GB    
  90: ↑ 54   , RAM cost:1.9388 GB    
  90: ↑ 55   , RAM cost:1.9388 GB    
  90: ↑ 56   , RAM cost:1.9388 GB    
  90: ↑ 57   , RAM cost:1.9388 GB    
  90: ↑ 58   , RAM cost:1.9394 GB    
  90: ↑ 59   , RAM cost:1.9399 GB    
  90: ↑ 60   , RAM cost:1.9407 GB    
  90: ↑ 61   , RAM cost:1.9414 GB    
  90: ↑ 62   , RAM cost:1.9427 GB    
  90: ↑ 63   , RAM cost:1.9437 GB    
  90: ↑ 64   , RAM cost:1.9449 GB    
  90: ↑ 65   , RAM cost:2.0644 GB    
  90: ↑ 66   , RAM cost:2.0663 GB    
  90: ↑ 67   , RAM cost:2.0682 GB    
  90: ↑ 68   , RAM cost:2.0705 GB    
  90: ↑ 69   , RAM cost:2.0732 GB    
  90: ↑ 70   , RAM cost:2.0765 GB    
  90: ↑ 71   , RAM cost:2.0821 GB    
  90: ↑ 72   , RAM cost:2.0863 GB    
  90: ↑ 73   , RAM cost:2.0913 GB    
  90: ↑ 74   , RAM cost:2.0968 GB    
  90: ↑ 75   , RAM cost:2.1033 GB    
  90: ↑ 76   , RAM cost:2.1106 GB    
  90: ↑ 77   , RAM cost:2.1192 GB    
  90: ↑ 78   , RAM cost:2.1292 GB    
  90: ↑ 79   , RAM cost:2.1408 GB    
  90: ↑ 80   , RAM cost:2.1539 GB    
  90: ↑ 81   , RAM cost:2.1693 GB    
  90: ↑ 82   , RAM cost:2.1873 GB    
  90: ↑ 83   , RAM cost:2.2076 GB    
  90: ↑ 84   , RAM cost:2.2309 GB    
  90: ↑ 85   , RAM cost:2.2738 GB    
  90: ↑ 86   , RAM cost:2.3057 GB    
  90: ↑ 87   , RAM cost:2.3433 GB    
  90: ↑ 88   , RAM cost:2.3850 GB    
  90: ↑ 89   , RAM cost:2.4333 GB    
  90: ↑ 90   , RAM cost:2.5059 GB    
  90: ↑ 90 ↓ 89 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 88 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 87 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 86 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 85 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 84 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 83 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 82 , RAM cost:2.5728 GB   
