Test6. Start Pump Simulator Test 

Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}

  45: ↑ 45   , RAM cost:1.7496 GB    
  45: ↑ 45 ↓ 44 , RAM cost:1.7496 GB   
  45: ↑ 45 ↓ 43 , RAM cost:1.7496 GB   
  45: ↑ 45 ↓ 42 , RAM cost:1.7498 GB   
  45: ↑ 45 ↓ 41 , RAM cost:1.7498 GB   
  77: ↑ 77 ↓ 55 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 54 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 53 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 52 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 51 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 50 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 49 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 48 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 47 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 46 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 45 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 44 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 43 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 42 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 41 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 40 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 39 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 38 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 37 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 36 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 35 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 34 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 33 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 32 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 31 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 30 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 29 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 28 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 27 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 26 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 25 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 24 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 23 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 22 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 21 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 20 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 19 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 18 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 17 , RAM cost:1.8027 GB   
  77: ↑ 77 ↓ 16 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓ 15 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓ 14 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓ 13 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓ 12 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓ 11 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓ 10 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓  9 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓  8 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓  7 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓  6 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓  5 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓  4 , RAM cost:1.8029 GB   
  77: ↑ 77 ↓  3 , RAM cost:1.8029 GB   slope: -0.08371, walltime: 58.320 sec, max_RAM_cost: 2.053 GB

Intial Slope = -0.08799
Starting svp pump_{80, 100, 19}

  81: ↑ 51   , RAM cost:1.8784 GB    
  81: ↑ 52   , RAM cost:1.8784 GB    
  81: ↑ 53   , RAM cost:1.8784 GB    
  81: ↑ 54   , RAM cost:1.8784 GB    
  81: ↑ 55   , RAM cost:1.8784 GB    
  81: ↑ 56   , RAM cost:1.8784 GB    
  81: ↑ 57   , RAM cost:1.8784 GB    
  81: ↑ 58   , RAM cost:1.8789 GB    
  81: ↑ 59   , RAM cost:1.8794 GB    
  81: ↑ 60   , RAM cost:1.8801 GB    
  81: ↑ 61   , RAM cost:1.8809 GB    
  81: ↑ 62   , RAM cost:1.8818 GB    
  81: ↑ 63   , RAM cost:1.8828 GB    
  81: ↑ 64   , RAM cost:1.8840 GB    
  81: ↑ 65   , RAM cost:2.0031 GB    
  81: ↑ 66   , RAM cost:2.0048 GB    
  81: ↑ 67   , RAM cost:2.0067 GB    
  81: ↑ 68   , RAM cost:2.0087 GB    
  81: ↑ 69   , RAM cost:2.0113 GB    
  81: ↑ 70   , RAM cost:2.0142 GB    
  81: ↑ 71   , RAM cost:2.0181 GB    
  81: ↑ 72   , RAM cost:2.0218 GB    
  81: ↑ 73   , RAM cost:2.0262 GB    
  81: ↑ 74   , RAM cost:2.0313 GB    
  81: ↑ 75   , RAM cost:2.0373 GB    
  81: ↑ 76   , RAM cost:2.0440 GB    
  81: ↑ 77   , RAM cost:2.0520 GB    
  81: ↑ 78   , RAM cost:2.0611 GB    
  81: ↑ 79   , RAM cost:2.0719 GB    
  81: ↑ 80   , RAM cost:2.0841 GB    
  81: ↑ 81   , RAM cost:2.0999 GB    
  81: ↑ 81 ↓ 80 , RAM cost:2.1160 GB   
  81: ↑ 81 ↓ 79 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 78 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 77 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 76 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 75 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 74 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 73 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 72 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 71 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 70 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 69 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 68 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 67 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 66 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 65 , RAM cost:2.1184 GB   
  81: ↑ 81 ↓ 64 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 63 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 62 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 61 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 60 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 59 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 58 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 57 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 56 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 55 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 54 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 53 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 52 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 51 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 50 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 49 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 48 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 47 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 46 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 45 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 44 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 43 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 42 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 41 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 40 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 39 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 38 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 37 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 36 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 35 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 34 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 33 , RAM cost:1.9933 GB   
  81: ↑ 81 ↓ 32 , RAM cost:1.8681 GB   
  81: ↑ 81 ↓ 31 , RAM cost:1.8681 GB   
  81: ↑ 81 ↓ 30 , RAM cost:1.8681 GB   
  81: ↑ 81 ↓ 29 , RAM cost:1.8681 GB   
  81: ↑ 81 ↓ 28 , RAM cost:1.8681 GB   
  81: ↑ 81 ↓ 27 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 26 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 25 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 24 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 23 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 22 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 21 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 20 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 19 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 18 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 17 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 16 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 15 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 14 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 13 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 12 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 11 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓ 10 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓  9 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓  8 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓  7 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓  6 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓  5 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓  4 , RAM cost:1.8684 GB   
  81: ↑ 81 ↓  3 , RAM cost:1.8684 GB   slope: -0.08460, walltime: 64.722 sec, max_RAM_cost: 2.118 GB

Intial Slope = -0.08959
Starting svp pump_{80, 100, 19}

  81: ↑ 51   , RAM cost:1.8830 GB    
  81: ↑ 52   , RAM cost:1.8830 GB    
  81: ↑ 53   , RAM cost:1.8830 GB    
  81: ↑ 54   , RAM cost:1.8830 GB    
  81: ↑ 55   , RAM cost:1.8830 GB    
  81: ↑ 56   , RAM cost:1.8830 GB    
  81: ↑ 57   , RAM cost:1.8830 GB    
  81: ↑ 58   , RAM cost:1.8834 GB    
  81: ↑ 59   , RAM cost:1.8841 GB    
  81: ↑ 60   , RAM cost:1.8848 GB    
  81: ↑ 61   , RAM cost:1.8854 GB    
  81: ↑ 62   , RAM cost:1.8864 GB    
  81: ↑ 63   , RAM cost:1.8876 GB    
  81: ↑ 64   , RAM cost:1.8887 GB    
  81: ↑ 65   , RAM cost:2.0078 GB    
  81: ↑ 66   , RAM cost:2.0094 GB    
  81: ↑ 67   , RAM cost:2.0113 GB    
  81: ↑ 68   , RAM cost:2.0133 GB    
  81: ↑ 69   , RAM cost:2.0159 GB    
  81: ↑ 70   , RAM cost:2.0188 GB    
  81: ↑ 71   , RAM cost:2.0240 GB    
  81: ↑ 72   , RAM cost:2.0281 GB    
  81: ↑ 73   , RAM cost:2.0325 GB    
  81: ↑ 74   , RAM cost:2.0375 GB    
  81: ↑ 75   , RAM cost:2.0433 GB    
  81: ↑ 76   , RAM cost:2.0506 GB    
  81: ↑ 77   , RAM cost:2.0585 GB    
  81: ↑ 78   , RAM cost:2.0675 GB    
  81: ↑ 79   , RAM cost:2.0780 GB    
  81: ↑ 80   , RAM cost:2.0901 GB    
  81: ↑ 81   , RAM cost:2.1051 GB    
  81: ↑ 81 ↓ 80 , RAM cost:2.1213 GB   
  81: ↑ 81 ↓ 79 , RAM cost:2.1213 GB   
  81: ↑ 81 ↓ 78 , RAM cost:2.1213 GB   
  81: ↑ 81 ↓ 77 , RAM cost:2.1213 GB   
  81: ↑ 81 ↓ 76 , RAM cost:2.1213 GB   
  81: ↑ 81 ↓ 75 , RAM cost:2.1213 GB   
  81: ↑ 81 ↓ 74 , RAM cost:2.1213 GB   
  81: ↑ 81 ↓ 73 , RAM cost:2.1220 GB   
  81: ↑ 81 ↓ 72 , RAM cost:2.1220 GB   
  81: ↑ 81 ↓ 71 , RAM cost:2.1220 GB   
  81: ↑ 81 ↓ 70 , RAM cost:2.1220 GB   
  81: ↑ 81 ↓ 69 , RAM cost:2.1220 GB   
  81: ↑ 81 ↓ 68 , RAM cost:2.1220 GB   
  81: ↑ 81 ↓ 67 , RAM cost:2.1220 GB   
  81: ↑ 81 ↓ 66 , RAM cost:2.1220 GB   
  81: ↑ 81 ↓ 65 , RAM cost:2.1220 GB   
  81: ↑ 81 ↓ 64 , RAM cost:1.9969 GB   
  81: ↑ 81 ↓ 63 , RAM cost:1.9969 GB   
  81: ↑ 81 ↓ 62 , RAM cost:1.9969 GB   
  81: ↑ 81 ↓ 61 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 60 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 59 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 58 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 57 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 56 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 55 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 54 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 53 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 52 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 51 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 50 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 49 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 48 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 47 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 46 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 45 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 44 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 43 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 42 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 41 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 40 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 39 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 38 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 37 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 36 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 35 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 34 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 33 , RAM cost:1.9970 GB   
  81: ↑ 81 ↓ 32 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 31 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 30 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 29 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 28 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 27 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 26 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 25 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 24 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 23 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 22 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 21 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 20 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 19 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 18 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 17 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 16 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 15 , RAM cost:1.8718 GB   
  81: ↑ 81 ↓ 14 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓ 13 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓ 12 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓ 11 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓ 10 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓  9 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓  8 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓  7 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓  6 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓  5 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓  4 , RAM cost:1.8719 GB   
  81: ↑ 81 ↓  3 , RAM cost:1.8719 GB   slope: -0.08587, walltime: 69.326 sec, max_RAM_cost: 2.122 GB

Intial Slope = -0.08715
Starting svp pump_{75, 105, 19}

  86: ↑ 51   , RAM cost:1.8960 GB    
  86: ↑ 52   , RAM cost:1.8960 GB    
  86: ↑ 53   , RAM cost:1.8960 GB    
  86: ↑ 54   , RAM cost:1.8960 GB    
  86: ↑ 55   , RAM cost:1.8960 GB    
  86: ↑ 56   , RAM cost:1.8960 GB    
  86: ↑ 57   , RAM cost:1.8960 GB    
  86: ↑ 58   , RAM cost:1.8965 GB    
  86: ↑ 59   , RAM cost:1.8969 GB    
  86: ↑ 60   , RAM cost:1.8976 GB    
  86: ↑ 61   , RAM cost:1.8985 GB    
  86: ↑ 62   , RAM cost:1.8995 GB    
  86: ↑ 63   , RAM cost:1.9004 GB    
  86: ↑ 64   , RAM cost:1.9018 GB    
  86: ↑ 65   , RAM cost:2.0206 GB    
  86: ↑ 66   , RAM cost:2.0224 GB    
  86: ↑ 67   , RAM cost:2.0243 GB    
  86: ↑ 68   , RAM cost:2.0264 GB    
  86: ↑ 69   , RAM cost:2.0289 GB    
  86: ↑ 70   , RAM cost:2.0318 GB    
  86: ↑ 71   , RAM cost:2.0357 GB    
  86: ↑ 72   , RAM cost:2.0395 GB    
  86: ↑ 73   , RAM cost:2.0439 GB    
  86: ↑ 74   , RAM cost:2.0490 GB    
  86: ↑ 75   , RAM cost:2.0549 GB    
  86: ↑ 76   , RAM cost:2.0617 GB    
  86: ↑ 77   , RAM cost:2.0696 GB    
  86: ↑ 78   , RAM cost:2.0789 GB    
  86: ↑ 79   , RAM cost:2.0899 GB    
  86: ↑ 80   , RAM cost:2.1025 GB    
  86: ↑ 81   , RAM cost:2.1172 GB    
  86: ↑ 82   , RAM cost:2.1342 GB    
  86: ↑ 83   , RAM cost:2.1536 GB    
  86: ↑ 84   , RAM cost:2.1763 GB    
  86: ↑ 85   , RAM cost:2.2392 GB    
  86: ↑ 86   , RAM cost:2.2809 GB    
  86: ↑ 86 ↓ 85 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 84 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 83 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 82 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 81 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 80 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 79 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 78 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 77 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 76 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 75 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 74 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 73 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 72 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 71 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 70 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 69 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 68 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 67 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 66 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 65 , RAM cost:2.3228 GB   
  86: ↑ 86 ↓ 64 , RAM cost:2.1976 GB   
  86: ↑ 86 ↓ 63 , RAM cost:2.1976 GB   
  86: ↑ 86 ↓ 62 , RAM cost:2.1976 GB   
  86: ↑ 86 ↓ 61 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 60 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 59 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 58 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 57 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 56 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 55 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 54 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 53 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 52 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 51 , RAM cost:2.1977 GB   
  86: ↑ 86 ↓ 50 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 49 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 48 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 47 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 46 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 45 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 44 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 43 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 42 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 41 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 40 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 39 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 38 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 37 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 36 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 35 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 34 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 33 , RAM cost:2.1978 GB   
  86: ↑ 86 ↓ 32 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 31 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 30 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 29 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 28 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 27 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 26 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 25 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 24 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 23 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 22 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 21 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 20 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 19 , RAM cost:2.0724 GB   
  86: ↑ 86 ↓ 18 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓ 17 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓ 16 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓ 15 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓ 14 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓ 13 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓ 12 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓ 11 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓ 10 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓  9 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓  8 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓  7 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓  6 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓  5 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓  4 , RAM cost:2.0726 GB   
  86: ↑ 86 ↓  3 , RAM cost:2.0726 GB   slope: -0.08290, walltime: 89.807 sec, max_RAM_cost: 2.323 GB

Intial Slope = -0.08940
Starting svp pump_{75, 105, 19}

  86: ↑ 51   , RAM cost:1.9197 GB    
  86: ↑ 52   , RAM cost:1.9197 GB    
  86: ↑ 53   , RAM cost:1.9197 GB    
  86: ↑ 54   , RAM cost:1.9197 GB    
  86: ↑ 55   , RAM cost:1.9197 GB    
  86: ↑ 56   , RAM cost:1.9197 GB    
  86: ↑ 57   , RAM cost:1.9197 GB    
  86: ↑ 58   , RAM cost:1.9202 GB    
  86: ↑ 59   , RAM cost:1.9206 GB    
  86: ↑ 60   , RAM cost:1.9213 GB    
  86: ↑ 61   , RAM cost:1.9223 GB    
  86: ↑ 62   , RAM cost:1.9233 GB    
  86: ↑ 63   , RAM cost:1.9242 GB    
  86: ↑ 64   , RAM cost:1.9257 GB    
  86: ↑ 65   , RAM cost:2.0445 GB    
  86: ↑ 66   , RAM cost:2.0462 GB    
  86: ↑ 67   , RAM cost:2.0483 GB    
  86: ↑ 68   , RAM cost:2.0505 GB    
  86: ↑ 69   , RAM cost:2.0531 GB    
  86: ↑ 70   , RAM cost:2.0562 GB    
  86: ↑ 71   , RAM cost:2.0603 GB    
  86: ↑ 72   , RAM cost:2.0644 GB    
  86: ↑ 73   , RAM cost:2.0690 GB    
  86: ↑ 74   , RAM cost:2.0745 GB    
  86: ↑ 75   , RAM cost:2.0806 GB    
  86: ↑ 76   , RAM cost:2.0878 GB    
  86: ↑ 77   , RAM cost:2.0960 GB    
  86: ↑ 78   , RAM cost:2.1055 GB    
  86: ↑ 79   , RAM cost:2.1166 GB    
  86: ↑ 80   , RAM cost:2.1293 GB    
  86: ↑ 81   , RAM cost:2.1441 GB    
  86: ↑ 82   , RAM cost:2.1610 GB    
  86: ↑ 83   , RAM cost:2.1805 GB    
  86: ↑ 84   , RAM cost:2.2030 GB    
  86: ↑ 85   , RAM cost:2.2531 GB    
  86: ↑ 86   , RAM cost:2.2864 GB    
  86: ↑ 86 ↓ 85 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 84 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 83 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 82 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 81 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 80 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 79 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 78 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 77 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 76 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 75 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 74 , RAM cost:2.3268 GB   
  86: ↑ 86 ↓ 73 , RAM cost:2.3268 GB   
