Test6. Start Pump Simulator Test 
Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}
  45: ↑ 45   , RAM cost:1.7435 GB    
 113: ↑113 ↓ 40 , RAM cost:16.6588 GB   
 113: ↑113 ↓ 39 , RAM cost:16.6588 GB   
 113: ↑113 ↓ 38 , RAM cost:16.6588 GB   
 113: ↑113 ↓ 37 , RAM cost:16.6588 GB   
 113: ↑113 ↓ 36 , RAM cost:16.6588 GB   
 113: ↑113 ↓ 35 , RAM cost:16.6588 GB   
 113: ↑113 ↓ 34 , RAM cost:16.6588 GB   
 113: ↑113 ↓ 33 , RAM cost:16.6588 GB   
 113: ↑113 ↓ 32 , RAM cost:16.5337 GB   
 113: ↑113 ↓ 31 , RAM cost:16.5337 GB   
 113: ↑113 ↓ 30 , RAM cost:16.5337 GB   
 113: ↑113 ↓ 29 , RAM cost:16.5337 GB   
 113: ↑113 ↓ 28 , RAM cost:16.5337 GB   
 113: ↑113 ↓ 27 , RAM cost:16.5337 GB   
 113: ↑113 ↓ 26 , RAM cost:16.5337 GB   
 113: ↑113 ↓ 25 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 24 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 23 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 22 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 21 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 20 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 19 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 18 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 17 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 16 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 15 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 14 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 13 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 12 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 11 , RAM cost:16.5338 GB   
 113: ↑113 ↓ 10 , RAM cost:16.5338 GB   
 113: ↑113 ↓  9 , RAM cost:16.5338 GB   
 113: ↑113 ↓  8 , RAM cost:16.5338 GB   
 113: ↑113 ↓  7 , RAM cost:16.5338 GB   
 113: ↑113 ↓  6 , RAM cost:16.5338 GB   
 113: ↑113 ↓  5 , RAM cost:16.5338 GB   
 113: ↑113 ↓  4 , RAM cost:16.5338 GB   
 113: ↑113 ↓  3 , RAM cost:16.5338 GB   slope: -0.07377, walltime: 2585.738 sec, max_RAM_cost: 16.894 GB

Intial Slope = -0.08644
Starting svp pump_{55, 125, 12}

 113: ↑ 51   , RAM cost:3.5138 GB    
 113: ↑ 52   , RAM cost:3.5138 GB    
 113: ↑ 53   , RAM cost:3.5138 GB    
 113: ↑ 54   , RAM cost:3.5138 GB    
 113: ↑ 55   , RAM cost:3.5138 GB    
 113: ↑ 56   , RAM cost:3.5138 GB    
 113: ↑ 57   , RAM cost:3.5138 GB    
 113: ↑ 58   , RAM cost:3.5144 GB    
 113: ↑ 59   , RAM cost:3.5149 GB    
 113: ↑ 60   , RAM cost:3.5156 GB    
 113: ↑ 61   , RAM cost:3.5166 GB    
 113: ↑ 62   , RAM cost:3.5176 GB    
 113: ↑ 63   , RAM cost:3.5186 GB    
 113: ↑ 64   , RAM cost:3.5199 GB    
 113: ↑ 65   , RAM cost:3.6391 GB    
 113: ↑ 66   , RAM cost:3.6411 GB    
 113: ↑ 67   , RAM cost:3.6431 GB    
 113: ↑ 68   , RAM cost:3.6453 GB    
 113: ↑ 69   , RAM cost:3.6480 GB    
 113: ↑ 70   , RAM cost:3.6513 GB    
 113: ↑ 71   , RAM cost:3.6555 GB    
 113: ↑ 72   , RAM cost:3.6597 GB    
 113: ↑ 73   , RAM cost:3.6645 GB    
 113: ↑ 74   , RAM cost:3.6700 GB    
 113: ↑ 75   , RAM cost:3.6765 GB    
 113: ↑ 76   , RAM cost:3.6839 GB    
 113: ↑ 77   , RAM cost:3.6925 GB    
 113: ↑ 78   , RAM cost:3.7022 GB    
 113: ↑ 79   , RAM cost:3.7138 GB    
 113: ↑ 80   , RAM cost:3.7270 GB    
 113: ↑ 81   , RAM cost:3.7423 GB    
 113: ↑ 82   , RAM cost:3.7598 GB    
 113: ↑ 83   , RAM cost:3.7802 GB    
 113: ↑ 84   , RAM cost:3.8037 GB    
 113: ↑ 85   , RAM cost:3.8449 GB    
 113: ↑ 86   , RAM cost:3.8762 GB    
 113: ↑ 87   , RAM cost:3.9123 GB    
 113: ↑ 88   , RAM cost:3.9540 GB    
 113: ↑ 89   , RAM cost:4.0022 GB    
 113: ↑ 90   , RAM cost:4.0719 GB    
 113: ↑ 91   , RAM cost:4.1362 GB    
 113: ↑ 92   , RAM cost:4.2104 GB    
 113: ↑ 93   , RAM cost:4.3101 GB    
 113: ↑ 94   , RAM cost:4.4090 GB    
 113: ↑ 95   , RAM cost:4.4671 GB    
 113: ↑ 96   , RAM cost:4.6270 GB    
 113: ↑ 97   , RAM cost:4.9041 GB    
 113: ↑ 98   , RAM cost:5.0801 GB    
 113: ↑ 99   , RAM cost:5.2831 GB    
 113: ↑100   , RAM cost:5.5176 GB    
 113: ↑101   , RAM cost:5.7883 GB    
 113: ↑102   , RAM cost:6.1010 GB    
 113: ↑103   , RAM cost:6.4619 GB    
 113: ↑104   , RAM cost:6.8788 GB    
 113: ↑105   , RAM cost:7.3601 GB    
 113: ↑106   , RAM cost:7.9158 GB    
 113: ↑107   , RAM cost:8.5576 GB    
 113: ↑108   , RAM cost:9.2986 GB    
 113: ↑109   , RAM cost:10.1542 GB    
 113: ↑110   , RAM cost:11.1423 GB    
 113: ↑111   , RAM cost:12.2883 GB    
 113: ↑112   , RAM cost:13.6149 GB    
 113: ↑113   , RAM cost:15.1417 GB    
 113: ↑113 ↓112 , RAM cost:16.9612 GB   
 113: ↑113 ↓111 , RAM cost:16.9759 GB   
 113: ↑113 ↓110 , RAM cost:16.9759 GB   
 113: ↑113 ↓109 , RAM cost:16.9759 GB   
 113: ↑113 ↓108 , RAM cost:16.9759 GB   
 113: ↑113 ↓107 , RAM cost:16.9759 GB   
 113: ↑113 ↓106 , RAM cost:16.9759 GB   
 113: ↑113 ↓105 , RAM cost:16.9759 GB   
 113: ↑113 ↓104 , RAM cost:16.9759 GB   
 113: ↑113 ↓103 , RAM cost:16.9759 GB   
 113: ↑113 ↓102 , RAM cost:16.9759 GB   
 113: ↑113 ↓101 , RAM cost:16.9759 GB   
 113: ↑113 ↓100 , RAM cost:16.9759 GB   
 113: ↑113 ↓ 99 , RAM cost:16.9759 GB   
 113: ↑113 ↓ 98 , RAM cost:16.9759 GB   
 113: ↑113 ↓ 97 , RAM cost:16.9759 GB   
 113: ↑113 ↓ 96 , RAM cost:16.8509 GB   
 113: ↑113 ↓ 95 , RAM cost:16.8509 GB   
 113: ↑113 ↓ 94 , RAM cost:16.8509 GB   
 113: ↑113 ↓ 93 , RAM cost:16.8002 GB   
 113: ↑113 ↓ 92 , RAM cost:16.8189 GB   
 113: ↑113 ↓ 91 , RAM cost:16.8189 GB   
 113: ↑113 ↓ 90 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 89 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 88 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 87 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 86 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 85 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 84 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 83 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 82 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 81 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 80 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 79 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 78 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 77 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 76 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 75 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 74 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 73 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 72 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 71 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 70 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 69 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 68 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 67 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 66 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 65 , RAM cost:16.8423 GB   
 113: ↑113 ↓ 64 , RAM cost:16.7169 GB   
 113: ↑113 ↓ 63 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 62 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 61 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 60 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 59 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 58 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 57 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 56 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 55 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 54 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 53 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 52 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 51 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 50 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 49 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 48 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 47 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 46 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 45 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 44 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 43 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 42 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 41 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 40 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 39 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 38 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 37 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 36 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 35 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 34 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 33 , RAM cost:16.7172 GB   
 113: ↑113 ↓ 32 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 31 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 30 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 29 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 28 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 27 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 26 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 25 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 24 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 23 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 22 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 21 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 20 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 19 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 18 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 17 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 16 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 15 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 14 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 13 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 12 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 11 , RAM cost:16.5921 GB   
 113: ↑113 ↓ 10 , RAM cost:16.5921 GB   
 113: ↑113 ↓  9 , RAM cost:16.5921 GB   
 113: ↑113 ↓  8 , RAM cost:16.5921 GB   
 113: ↑113 ↓  7 , RAM cost:16.5921 GB   
 113: ↑113 ↓  6 , RAM cost:16.5921 GB   
 113: ↑113 ↓  5 , RAM cost:16.5921 GB   
 113: ↑113 ↓  4 , RAM cost:16.5921 GB   
 113: ↑113 ↓  3 , RAM cost:16.5921 GB   slope: -0.07435, walltime: 2448.619 sec, max_RAM_cost: 16.976 GB

Intial Slope = -0.08678
Starting svp pump_{50, 130, 12}

 118: ↑ 51   , RAM cost:3.6171 GB    
 118: ↑ 52   , RAM cost:3.6171 GB    
 118: ↑ 53   , RAM cost:3.6171 GB    
 118: ↑ 54   , RAM cost:3.6171 GB    
 118: ↑ 55   , RAM cost:3.6171 GB    
 118: ↑ 56   , RAM cost:3.6171 GB    
 118: ↑ 57   , RAM cost:3.6171 GB    
 118: ↑ 58   , RAM cost:3.6176 GB    
 118: ↑ 59   , RAM cost:3.6181 GB    
 118: ↑ 60   , RAM cost:3.6191 GB    
 118: ↑ 61   , RAM cost:3.6198 GB    
 118: ↑ 62   , RAM cost:3.6208 GB    
 118: ↑ 63   , RAM cost:3.6220 GB    
 118: ↑ 64   , RAM cost:3.6233 GB    
 118: ↑ 65   , RAM cost:3.7424 GB    
 118: ↑ 66   , RAM cost:3.7442 GB    
 118: ↑ 67   , RAM cost:3.7462 GB    
 118: ↑ 68   , RAM cost:3.7485 GB    
 118: ↑ 69   , RAM cost:3.7512 GB    
 118: ↑ 70   , RAM cost:3.7545 GB    
 118: ↑ 71   , RAM cost:3.7582 GB    
 118: ↑ 72   , RAM cost:3.7625 GB    
 118: ↑ 73   , RAM cost:3.7673 GB    
 118: ↑ 74   , RAM cost:3.7728 GB    
 118: ↑ 75   , RAM cost:3.7794 GB    
 118: ↑ 76   , RAM cost:3.7867 GB    
 118: ↑ 77   , RAM cost:3.7952 GB    
 118: ↑ 78   , RAM cost:3.8051 GB    
 118: ↑ 79   , RAM cost:3.8167 GB    
 118: ↑ 80   , RAM cost:3.8301 GB    
 118: ↑ 81   , RAM cost:3.8455 GB    
 118: ↑ 82   , RAM cost:3.8629 GB    
 118: ↑ 83   , RAM cost:3.8835 GB    
 118: ↑ 84   , RAM cost:3.9069 GB    
 118: ↑ 85   , RAM cost:3.9340 GB    
 118: ↑ 86   , RAM cost:3.9653 GB    
 118: ↑ 87   , RAM cost:4.0015 GB    
 118: ↑ 88   , RAM cost:4.0432 GB    
 118: ↑ 89   , RAM cost:4.0914 GB    
 118: ↑ 90   , RAM cost:4.1497 GB    
 118: ↑ 91   , RAM cost:4.2139 GB    
 118: ↑ 92   , RAM cost:4.2881 GB    
 118: ↑ 93   , RAM cost:4.3878 GB    
 118: ↑ 94   , RAM cost:4.4867 GB    
 118: ↑ 95   , RAM cost:4.5448 GB    
 118: ↑ 96   , RAM cost:4.7047 GB    
 118: ↑ 97   , RAM cost:4.9818 GB    
 118: ↑ 98   , RAM cost:5.1578 GB    
 118: ↑ 99   , RAM cost:5.3609 GB    
 118: ↑100   , RAM cost:5.5953 GB    
 118: ↑101   , RAM cost:5.8661 GB    
 118: ↑102   , RAM cost:6.1787 GB    
 118: ↑103   , RAM cost:6.5397 GB    
 118: ↑104   , RAM cost:6.9565 GB    
 118: ↑105   , RAM cost:7.4378 GB    
 118: ↑106   , RAM cost:7.9936 GB    
 118: ↑107   , RAM cost:8.6353 GB    
 118: ↑108   , RAM cost:9.3763 GB    
 118: ↑109   , RAM cost:10.2320 GB    
 118: ↑110   , RAM cost:11.2200 GB    
 118: ↑111   , RAM cost:12.3620 GB    
 118: ↑112   , RAM cost:13.6832 GB    
 118: ↑113   , RAM cost:15.2077 GB    
 118: ↑114   , RAM cost:17.0720 GB    
 118: ↑115   , RAM cost:19.2532 GB    
 118: ↑116   , RAM cost:21.7024 GB    
 118: ↑117   , RAM cost:24.5081 GB    
 118: ↑118   , RAM cost:27.6710 GB    
 118: ↑118 ↓117 , RAM cost:32.4052 GB   
 118: ↑118 ↓116 , RAM cost:32.3425 GB   
 118: ↑118 ↓115 , RAM cost:32.3496 GB   
 118: ↑118 ↓114 , RAM cost:32.3243 GB   
 118: ↑118 ↓113 , RAM cost:32.3732 GB   
 118: ↑118 ↓112 , RAM cost:32.3732 GB   
 118: ↑118 ↓111 , RAM cost:32.3732 GB   
 118: ↑118 ↓110 , RAM cost:32.3732 GB   
 118: ↑118 ↓109 , RAM cost:32.3732 GB   
 118: ↑118 ↓108 , RAM cost:32.3732 GB   
 118: ↑118 ↓107 , RAM cost:32.3732 GB   
 118: ↑118 ↓106 , RAM cost:32.3732 GB   
 118: ↑118 ↓105 , RAM cost:32.3732 GB   
 118: ↑118 ↓104 , RAM cost:32.3732 GB   
 118: ↑118 ↓103 , RAM cost:32.3732 GB   
 118: ↑118 ↓102 , RAM cost:32.3732 GB   
 118: ↑118 ↓101 , RAM cost:32.3732 GB   
 118: ↑118 ↓100 , RAM cost:32.3732 GB   
 118: ↑118 ↓ 99 , RAM cost:32.3732 GB   
 118: ↑118 ↓ 98 , RAM cost:32.3732 GB   
 118: ↑118 ↓ 97 , RAM cost:32.3732 GB   
 118: ↑118 ↓ 96 , RAM cost:32.2482 GB   
 118: ↑118 ↓ 95 , RAM cost:32.2482 GB   
 118: ↑118 ↓ 94 , RAM cost:32.2482 GB   
 118: ↑118 ↓ 93 , RAM cost:32.1936 GB   
 118: ↑118 ↓ 92 , RAM cost:32.2122 GB   
 118: ↑118 ↓ 91 , RAM cost:32.2122 GB   
 118: ↑118 ↓ 90 , RAM cost:32.2354 GB   
 118: ↑118 ↓ 89 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 88 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 87 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 86 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 85 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 84 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 83 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 82 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 81 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 80 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 79 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 78 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 77 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 76 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 75 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 74 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 73 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 72 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 71 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 70 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 69 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 68 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 67 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 66 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 65 , RAM cost:32.2356 GB   
 118: ↑118 ↓ 64 , RAM cost:32.1104 GB   
 118: ↑118 ↓ 63 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 62 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 61 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 60 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 59 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 58 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 57 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 56 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 55 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 54 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 53 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 52 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 51 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 50 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 49 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 48 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 47 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 46 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 45 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 44 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 43 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 42 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 41 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 40 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 39 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 38 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 37 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 36 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 35 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 34 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 33 , RAM cost:32.0172 GB   
 118: ↑118 ↓ 32 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 31 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 30 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 29 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 28 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 27 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 26 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 25 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 24 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 23 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 22 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 21 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 20 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 19 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 18 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 17 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 16 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 15 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 14 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 13 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 12 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 11 , RAM cost:31.8920 GB   
 118: ↑118 ↓ 10 , RAM cost:31.8920 GB   
 118: ↑118 ↓  9 , RAM cost:31.8920 GB   
 118: ↑118 ↓  8 , RAM cost:31.8920 GB   
 118: ↑118 ↓  7 , RAM cost:31.8920 GB   
 118: ↑118 ↓  6 , RAM cost:31.8920 GB   
 118: ↑118 ↓  5 , RAM cost:31.8920 GB   
 118: ↑118 ↓  4 , RAM cost:31.8920 GB   
 118: ↑118 ↓  3 , RAM cost:31.8920 GB   slope: -0.07282, walltime: 6399.374 sec, max_RAM_cost: 32.405 GB

Intial Slope = -0.08509
Starting svp pump_{50, 130, 12}

 118: ↑ 51   , RAM cost:2.6063 GB    
 118: ↑ 52   , RAM cost:2.6063 GB    
 118: ↑ 53   , RAM cost:2.6063 GB    
 118: ↑ 54   , RAM cost:2.6063 GB    
 118: ↑ 55   , RAM cost:2.6063 GB    
 118: ↑ 56   , RAM cost:2.6063 GB    
 118: ↑ 57   , RAM cost:2.6063 GB    
 118: ↑ 58   , RAM cost:2.6068 GB    
 118: ↑ 59   , RAM cost:2.6073 GB    
 118: ↑ 60   , RAM cost:2.6081 GB    
 118: ↑ 61   , RAM cost:2.6091 GB    
 118: ↑ 62   , RAM cost:2.6101 GB    
 118: ↑ 63   , RAM cost:2.6111 GB    
 118: ↑ 64   , RAM cost:2.6126 GB    
 118: ↑ 65   , RAM cost:2.7317 GB    
 118: ↑ 66   , RAM cost:2.7335 GB    
 118: ↑ 67   , RAM cost:2.6741 GB    
 118: ↑ 68   , RAM cost:2.6763 GB    
 118: ↑ 69   , RAM cost:2.6792 GB    
 118: ↑ 70   , RAM cost:2.6822 GB    
 118: ↑ 71   , RAM cost:2.6895 GB    
 118: ↑ 72   , RAM cost:2.6940 GB    
 118: ↑ 73   , RAM cost:2.6988 GB    
 118: ↑ 74   , RAM cost:2.7051 GB    
 118: ↑ 75   , RAM cost:2.7120 GB    
 118: ↑ 76   , RAM cost:2.7198 GB    
 118: ↑ 77   , RAM cost:2.7285 GB    
 118: ↑ 78   , RAM cost:2.7383 GB    
 118: ↑ 79   , RAM cost:2.7502 GB    
 118: ↑ 80   , RAM cost:2.7647 GB    
 118: ↑ 81   , RAM cost:2.7811 GB    
 118: ↑ 82   , RAM cost:2.7994 GB    
 118: ↑ 83   , RAM cost:2.8198 GB    
 118: ↑ 84   , RAM cost:2.8432 GB    
 118: ↑ 85   , RAM cost:2.8807 GB    
 118: ↑ 86   , RAM cost:2.9174 GB    
 118: ↑ 87   , RAM cost:2.9599 GB    
 118: ↑ 88   , RAM cost:3.0016 GB    
 118: ↑ 89   , RAM cost:3.0507 GB    
 118: ↑ 90   , RAM cost:3.1085 GB    
 118: ↑ 91   , RAM cost:3.1767 GB    
 118: ↑ 92   , RAM cost:3.2586 GB    
 118: ↑ 93   , RAM cost:3.3570 GB    
 118: ↑ 94   , RAM cost:3.4590 GB    
 118: ↑ 95   , RAM cost:3.5198 GB    
 118: ↑ 96   , RAM cost:3.6980 GB    
 118: ↑ 97   , RAM cost:3.9842 GB    
 118: ↑ 98   , RAM cost:4.1699 GB    
 118: ↑ 99   , RAM cost:4.3784 GB    
 118: ↑100   , RAM cost:4.6386 GB    
 118: ↑101   , RAM cost:4.9312 GB    
 118: ↑102   , RAM cost:5.2560 GB    
 118: ↑103   , RAM cost:5.6265 GB    
 118: ↑104   , RAM cost:6.0608 GB    
 118: ↑105   , RAM cost:6.6143 GB    
 118: ↑106   , RAM cost:7.2048 GB    
 118: ↑107   , RAM cost:7.8677 GB    
 118: ↑108   , RAM cost:8.6293 GB    
 118: ↑109   , RAM cost:9.5110 GB    
 118: ↑110   , RAM cost:10.6928 GB    
 118: ↑111   , RAM cost:11.8836 GB    
 118: ↑112   , RAM cost:13.2425 GB    
 118: ↑113   , RAM cost:14.7956 GB    
 118: ↑114   , RAM cost:16.7456 GB    
 118: ↑115   , RAM cost:19.0819 GB    
 118: ↑116   , RAM cost:21.5275 GB    
 118: ↑117   , RAM cost:24.3323 GB    
 118: ↑118   , RAM cost:27.4965 GB    
 118: ↑118 ↓117 , RAM cost:32.1596 GB   
 118: ↑118 ↓116 , RAM cost:32.1345 GB   
 118: ↑118 ↓115 , RAM cost:32.1345 GB   
 118: ↑118 ↓114 , RAM cost:32.1678 GB   
 118: ↑118 ↓113 , RAM cost:32.1678 GB   
 118: ↑118 ↓112 , RAM cost:32.1678 GB   
 118: ↑118 ↓111 , RAM cost:32.1678 GB   
 118: ↑118 ↓110 , RAM cost:32.1678 GB   
 118: ↑118 ↓109 , RAM cost:32.1678 GB   
 118: ↑118 ↓108 , RAM cost:32.1678 GB   
 118: ↑118 ↓107 , RAM cost:32.1678 GB   
 118: ↑118 ↓106 , RAM cost:32.1678 GB   
 118: ↑118 ↓105 , RAM cost:32.1678 GB   
 118: ↑118 ↓104 , RAM cost:32.1678 GB   
 118: ↑118 ↓103 , RAM cost:32.1678 GB   
 118: ↑118 ↓102 , RAM cost:32.1678 GB   
 118: ↑118 ↓101 , RAM cost:32.1678 GB   
 118: ↑118 ↓100 , RAM cost:32.1678 GB   
 118: ↑118 ↓ 99 , RAM cost:32.1678 GB   
