Test6. Start Pump Simulator Test 
Intial Slope = -0.08682

Starting svp pump_{130, 50, 5}

  45: ↑ 45   , RAM cost:1.7487 GB    
  45: ↑ 45 ↓ 44 , RAM cost:1.7488 GB   
  45: ↑ 45 ↓ 43 , RAM cost:1.7488 GB   
  45: ↑ 45 ↓ 42 , RAM cost:1.7488 GB   
  45: ↑ 45 ↓ 41 , RAM cost:1.7502 GB   
  68: ↑ 68 ↓ 21 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 20 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 19 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 18 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 17 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 16 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 15 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 14 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 13 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 12 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 11 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓ 10 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓  9 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓  8 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓  7 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓  6 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓  5 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓  4 , RAM cost:1.7054 GB   
  68: ↑ 68 ↓  3 , RAM cost:1.7054 GB   slope: -0.08395, walltime: 42.539 sec, max_RAM_cost: 1.953 GB

Starting svp pump_{95, 85, 17}

  68: ↑ 51   , RAM cost:1.8305 GB    
  68: ↑ 52   , RAM cost:1.8305 GB    
  68: ↑ 53   , RAM cost:1.8305 GB    
  68: ↑ 54   , RAM cost:1.8305 GB    
  68: ↑ 55   , RAM cost:1.8305 GB    
  68: ↑ 56   , RAM cost:1.8305 GB    
  68: ↑ 57   , RAM cost:1.8305 GB    
  68: ↑ 58   , RAM cost:1.8305 GB    
  68: ↑ 59   , RAM cost:1.8305 GB    
  68: ↑ 60   , RAM cost:1.8305 GB    
  68: ↑ 61   , RAM cost:1.8305 GB    
  68: ↑ 62   , RAM cost:1.8305 GB    
  68: ↑ 63   , RAM cost:1.8305 GB    
  68: ↑ 64   , RAM cost:1.8305 GB    
  68: ↑ 65   , RAM cost:1.9573 GB    
  68: ↑ 66   , RAM cost:1.9575 GB    
  68: ↑ 67   , RAM cost:1.9575 GB    
  68: ↑ 68   , RAM cost:1.9575 GB    
  68: ↑ 68 ↓ 67 , RAM cost:1.9575 GB   
  68: ↑ 68 ↓ 66 , RAM cost:1.9575 GB   
  68: ↑ 68 ↓ 65 , RAM cost:1.9575 GB   
  68: ↑ 68 ↓ 64 , RAM cost:1.8326 GB   
  68: ↑ 68 ↓ 63 , RAM cost:1.8326 GB   
  68: ↑ 68 ↓ 62 , RAM cost:1.8326 GB   
  68: ↑ 68 ↓ 61 , RAM cost:1.8326 GB   
  68: ↑ 68 ↓ 60 , RAM cost:1.8326 GB   
  68: ↑ 68 ↓ 59 , RAM cost:1.8326 GB   
  68: ↑ 68 ↓ 58 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 57 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 56 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 55 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 54 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 53 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 52 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 51 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 50 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 49 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 48 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 47 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 46 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 45 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 44 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 43 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 42 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 41 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 40 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 39 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 38 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 37 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 36 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 35 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 34 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 33 , RAM cost:1.8327 GB   
  68: ↑ 68 ↓ 32 , RAM cost:1.7076 GB   
  68: ↑ 68 ↓ 31 , RAM cost:1.7076 GB   
  68: ↑ 68 ↓ 30 , RAM cost:1.7076 GB   
  68: ↑ 68 ↓ 29 , RAM cost:1.7076 GB   
  68: ↑ 68 ↓ 28 , RAM cost:1.7076 GB   
  68: ↑ 68 ↓ 27 , RAM cost:1.7076 GB   
  68: ↑ 68 ↓ 26 , RAM cost:1.7076 GB   
  68: ↑ 68 ↓ 25 , RAM cost:1.7076 GB   
  68: ↑ 68 ↓ 24 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 23 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 22 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 21 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 20 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 19 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 18 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 17 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 16 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 15 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 14 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 13 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 12 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 11 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓ 10 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓  9 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓  8 , RAM cost:1.7077 GB   
  68: ↑ 68 ↓  7 , RAM cost:1.7078 GB   
  68: ↑ 68 ↓  6 , RAM cost:1.7078 GB   
  68: ↑ 68 ↓  5 , RAM cost:1.7078 GB   
  68: ↑ 68 ↓  4 , RAM cost:1.7078 GB   
  68: ↑ 68 ↓  3 , RAM cost:1.7078 GB   slope: -0.08294, walltime: 75.822 sec, max_RAM_cost: 1.957 GB
Intial Slope = -0.08731

Starting svp pump_{90, 90, 18}

  72: ↑ 51   , RAM cost:1.8429 GB    
  72: ↑ 52   , RAM cost:1.8429 GB    
  72: ↑ 53   , RAM cost:1.8429 GB    
  72: ↑ 54   , RAM cost:1.8429 GB    
  72: ↑ 55   , RAM cost:1.8429 GB    
  72: ↑ 56   , RAM cost:1.8429 GB    
  72: ↑ 57   , RAM cost:1.8429 GB    
  72: ↑ 58   , RAM cost:1.8435 GB    
  72: ↑ 59   , RAM cost:1.8439 GB    
  72: ↑ 60   , RAM cost:1.8447 GB    
  72: ↑ 61   , RAM cost:1.8454 GB    
  72: ↑ 62   , RAM cost:1.8463 GB    
  72: ↑ 63   , RAM cost:1.8475 GB    
  72: ↑ 64   , RAM cost:1.8487 GB    
  72: ↑ 65   , RAM cost:1.9698 GB    
  72: ↑ 66   , RAM cost:1.9716 GB    
  72: ↑ 67   , RAM cost:1.9734 GB    
  72: ↑ 68   , RAM cost:1.9756 GB    
  72: ↑ 69   , RAM cost:1.9781 GB    
  72: ↑ 70   , RAM cost:1.9810 GB    
  72: ↑ 71   , RAM cost:2.0062 GB    
  72: ↑ 72   , RAM cost:2.0112 GB    
  72: ↑ 72 ↓ 71 , RAM cost:2.0174 GB   
  72: ↑ 72 ↓ 70 , RAM cost:2.0174 GB   
  72: ↑ 72 ↓ 69 , RAM cost:2.0174 GB   
  72: ↑ 72 ↓ 68 , RAM cost:2.0174 GB   
  72: ↑ 72 ↓ 67 , RAM cost:2.0174 GB   
  72: ↑ 72 ↓ 66 , RAM cost:2.0174 GB   
  72: ↑ 72 ↓ 65 , RAM cost:2.0174 GB   
  72: ↑ 72 ↓ 64 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 63 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 62 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 61 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 60 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 59 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 58 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 57 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 56 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 55 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 54 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 53 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 52 , RAM cost:1.8931 GB   
  72: ↑ 72 ↓ 51 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 50 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 49 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 48 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 47 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 46 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 45 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 44 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 43 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 42 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 41 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 40 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 39 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 38 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 37 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 36 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 35 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 34 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 33 , RAM cost:1.8933 GB   
  72: ↑ 72 ↓ 32 , RAM cost:1.7681 GB   
  72: ↑ 72 ↓ 31 , RAM cost:1.7681 GB   
  72: ↑ 72 ↓ 30 , RAM cost:1.7681 GB   
  72: ↑ 72 ↓ 29 , RAM cost:1.7681 GB   
  72: ↑ 72 ↓ 28 , RAM cost:1.7681 GB   
  72: ↑ 72 ↓ 27 , RAM cost:1.7681 GB   
